OBJECTID,PALIKA,DISTRICT,GAPA_NAPA,GN_TYPE,PROVINCE,CBS_ID,HLCIT_ID,PCODE
446,Rupa Gaunpalika,KASKI,Rupa,Gaunpalika,4,40505.0,524 4 39 4 004,NP0439404
447,Chame Gaunpalika,MANANG,Chame,Gaunpalika,4,40203.0,524 4 38 4 003,NP0438403
448,Narpa Bhumi Gaunpalika,MANANG,Narpa Bhumi,Gaunpalika,4,40201.0,524 4 38 4 002,NP0438402
449,Nasho Gaunpalika,MANANG,Nasho,Gaunpalika,4,40204.0,524 4 38 4 004,NP0438404
450,Manang Nshiang Gaunpalika,MANANG,Manang Nshiang,Gaunpalika,4,40202.0,524 4 38 4 001,NP0438401
451,Waragun Muktikshetra Gaunpalika,MUSTANG,Waragun Muktikshetra,Gaunpalika,4,40303.0,524 4 45 4 003,NP0445403
452,Lo-Ghekar Damodarkunda Gaunpalika,MUSTANG,Lo-Ghekar Damodarkunda,Gaunpalika,4,40301.0,524 4 45 4 002,NP0445402
453,Gharapjhong Gaunpalika,MUSTANG,Gharapjhong,Gaunpalika,4,40302.0,524 4 45 4 004,NP0445404
454,Lomanthang Gaunpalika,MUSTANG,Lomanthang,Gaunpalika,4,40304.0,524 4 45 4 001,NP0445401
455,Thasang Gaunpalika,MUSTANG,Thasang,Gaunpalika,4,40305.0,524 4 45 4 005,NP0445405
456,Annapurna Gaunpalika,MYAGDI,Annapurna,Gaunpalika,4,40401.0,524 4 44 4 003,NP0444403
457,Beni Nagarpalika,MYAGDI,Beni,Nagarpalika,4,40406.0,524 4 44 3 001,NP0444301
458,Dhaulagiri Gaunpalika,MYAGDI,Dhaulagiri,Gaunpalika,4,40403.0,524 4 44 4 001,NP0444401
459,Malika Gaunpalika,MYAGDI,Malika,Gaunpalika,4,40404.0,524 4 44 4 004,NP0444404
460,Mangala Gaunpalika,MYAGDI,Mangala,Gaunpalika,4,40405.0,524 4 44 4 005,NP0444405
461,Raghuganga Gaunpalika,MYAGDI,Raghuganga,Gaunpalika,4,40402.0,524 4 44 4 002,NP0444402
462,Dhorpatan Hunting Reserve,MYAGDI,Dhorpatan Hunting Reserve,Hunting Reserve,4,,524 4 44 5 998,NP0444598
463,Bihadi Gaunpalika,PARBAT,Bihadi,Gaunpalika,4,41006.0,524 4 42 4 003,NP0442403
464,Jaljala Gaunpalika,PARBAT,Jaljala,Gaunpalika,4,41002.0,524 4 42 4 001,NP0442401
465,Kushma Nagarpalika,PARBAT,Kushma,Nagarpalika,4,41003.0,524 4 42 3 001,NP0442301
466,Mahashila Gaunpalika,PARBAT,Mahashila,Gaunpalika,4,41005.0,524 4 42 4 004,NP0442404
467,Modi Gaunpalika,PARBAT,Modi,Gaunpalika,4,41001.0,524 4 42 4 002,NP0442402
468,Painyu Gaunpalika,PARBAT,Painyu,Gaunpalika,4,41007.0,524 4 42 4 005,NP0442405
469,Phalebas Nagarpalika,PARBAT,Phalebas,Nagarpalika,4,41004.0,524 4 42 3 002,NP0442302
470,Badigad Gaunpalika,BAGLUNG,Badigad,Gaunpalika,4,41107.0,524 4 43 4 003,NP0443403
471,Baglung Nagarpalika,BAGLUNG,Baglung,Nagarpalika,4,41101.0,524 4 43 3 003,NP0443303
472,Bareng Gaunpalika,BAGLUNG,Bareng,Gaunpalika,4,41109.0,524 4 43 4 006,NP0443406
473,Dhorpatan Nagarpalika,BAGLUNG,Dhorpatan,Nagarpalika,4,41105.0,524 4 43 3 001,NP0443301
474,Galkot Nagarpalika,BAGLUNG,Galkot,Nagarpalika,4,41108.0,524 4 43 3 002,NP0443302
475,Jaimini Nagarpalika,BAGLUNG,Jaimini,Nagarpalika,4,41110.0,524 4 43 3 004,NP0443304
476,Kanthekhola Gaunpalika,BAGLUNG,Kanthekhola,Gaunpalika,4,41102.0,524 4 43 4 005,NP0443405
477,Nisikhola Gaunpalika,BAGLUNG,Nisikhola,Gaunpalika,4,41106.0,524 4 43 4 001,NP0443401
478,Taman Khola Gaunpalika,BAGLUNG,Taman Khola,Gaunpalika,4,41104.0,524 4 43 4 002,NP0443402
479,Tara Khola Gaunpalika,BAGLUNG,Tara Khola,Gaunpalika,4,41103.0,524 4 43 4 004,NP0443404
480,Dhorpatan Hunting Reserve,BAGLUNG,Dhorpatan Hunting Reserve,Hunting Reserve,4,,524 4 43 5 998,NP0443598
481,Chandrakot Gaunpalika,GULMI,Chandrakot,Gaunpalika,5,50403.0,524 5 51 4 006,NP0551406
482,Chatrakot Gaunpalika,GULMI,Chatrakot,Gaunpalika,5,50411.0,524 5 51 4 007,NP0551407
483,Dhurkot Gaunpalika,GULMI,Dhurkot,Gaunpalika,5,50408.0,524 5 51 4 003,NP0551403
484,Gulmidarbar Gaunpalika,GULMI,Gulmidarbar,Gaunpalika,5,50410.0,524 5 51 4 005,NP0551405
485,Isma Gaunpalika,GULMI,Isma,Gaunpalika,5,50405.0,524 5 51 4 004,NP0551404
486,Kaligandaki Gaunpalika,GULMI,Kaligandaki,Gaunpalika,5,50401.0,524 5 51 4 010,NP0551410
487,Madane Gaunpalika,GULMI,Madane,Gaunpalika,5,50407.0,524 5 51 4 001,NP0551401
488,Malika Gaunpalika,GULMI,Malika,Gaunpalika,5,50406.0,524 5 51 4 002,NP0551402
489,Musikot Nagarpalika,GULMI,Musikot,Nagarpalika,5,50404.0,524 5 51 3 001,NP0551301
490,Resunga Nagarpalika,GULMI,Resunga,Nagarpalika,5,50409.0,524 5 51 3 002,NP0551302
491,Ruru Gaunpalika,GULMI,Ruru,Gaunpalika,5,50412.0,524 5 51 4 008,NP0551408
492,Satyawati Gaunpalika,GULMI,Satyawati,Gaunpalika,5,50402.0,524 5 51 4 009,NP0551409
493,Bagnaskali Gaunpalika,PALPA,Bagnaskali,Gaunpalika,5,50604.0,524 5 46 4 005,NP0546405
494,Mathagadhi Gaunpalika,PALPA,Mathagadhi,Gaunpalika,5,50609.0,524 5 46 4 004,NP0546404
495,Nisdi Gaunpalika,PALPA,Nisdi,Gaunpalika,5,50610.0,524 5 46 4 008,NP0546408
496,Purbakhola Gaunpalika,PALPA,Purbakhola,Gaunpalika,5,50602.0,524 5 46 4 006,NP0546406
497,Rainadevi Chhahara Gaunpalika,PALPA,Rainadevi Chhahara,Gaunpalika,5,50607.0,524 5 46 4 001,NP0546401
498,Rambha Gaunpalika,PALPA,Rambha,Gaunpalika,5,50603.0,524 5 46 4 007,NP0546407
499,Rampur Nagarpalika,PALPA,Rampur,Nagarpalika,5,50601.0,524 5 46 3 002,NP0546302
500,Ribdikot Gaunpalika,PALPA,Ribdikot,Gaunpalika,5,50606.0,524 5 46 4 003,NP0546403
501,Tansen Nagarpalika,PALPA,Tansen,Nagarpalika,5,50605.0,524 5 46 3 001,NP0546301
502,Tinau Gaunpalika,PALPA,Tinau,Gaunpalika,5,50608.0,524 5 46 4 002,NP0546402
503,Bardaghat Nagarpalika,NAWALPARASI_W,Bardaghat,Nagarpalika,5,50701.0,524 5 47 3 002,NP0547302
504,Palhi Nandan Gaunpalika,NAWALPARASI_W,Palhi Nandan,Gaunpalika,5,50704.0,524 5 47 4 001,NP0547401
505,Pratappur Gaunpalika,NAWALPARASI_W,Pratappur,Gaunpalika,5,50706.0,524 5 47 4 003,NP0547403
506,Ramgram Nagarpalika,NAWALPARASI_W,Ramgram,Nagarpalika,5,50703.0,524 5 47 3 003,NP0547303
507,Sarawal Gaunpalika,NAWALPARASI_W,Sarawal,Gaunpalika,5,50705.0,524 5 47 4 002,NP0547402
508,Sunwal Nagarpalika,NAWALPARASI_W,Sunwal,Nagarpalika,5,50702.0,524 5 47 3 001,NP0547301
509,Susta Gaunpalika,NAWALPARASI_W,Susta,Gaunpalika,5,50707.0,524 5 47 4 004,NP0547404
510,Butwal Upamahanagarpalika,RUPANDEHI,Butwal,Upamahanagarpalika,5,50802.0,524 5 48 2 001,NP0548201
511,Devdaha Nagarpalika,RUPANDEHI,Devdaha,Nagarpalika,5,50801.0,524 5 48 3 002,NP0548302
512,Gaidahawa Gaunpalika,RUPANDEHI,Gaidahawa,Gaunpalika,5,50805.0,524 5 48 4 003,NP0548403
513,Kanchan Gaunpalika,RUPANDEHI,Kanchan,Gaunpalika,5,50804.0,524 5 48 4 001,NP0548401
514,Kotahimai Gaunpalika,RUPANDEHI,Kotahimai,Gaunpalika,5,50814.0,524 5 48 4 008,NP0548408
515,Lumbini Sanskritik Nagarpalika,RUPANDEHI,Lumbini Sanskritik,Nagarpalika,5,50813.0,524 5 48 3 004,NP0548304
516,Marchawari Gaunpalika,RUPANDEHI,Marchawari,Gaunpalika,5,50816.0,524 5 48 4 010,NP0548410
517,Mayadevi Gaunpalika,RUPANDEHI,Mayadevi,Gaunpalika,5,50812.0,524 5 48 4 005,NP0548405
518,Omsatiya Gaunpalika,RUPANDEHI,Omsatiya,Gaunpalika,5,50809.0,524 5 48 4 006,NP0548406
519,Rohini Gaunpalika,RUPANDEHI,Rohini,Gaunpalika,5,50810.0,524 5 48 4 007,NP0548407
520,Sainamaina Nagarpalika,RUPANDEHI,Sainamaina,Nagarpalika,5,50803.0,524 5 48 3 001,NP0548301
521,Sammarimai Gaunpalika,RUPANDEHI,Sammarimai,Gaunpalika,5,50815.0,524 5 48 4 009,NP0548409
522,Siddharthanagar Nagarpalika,RUPANDEHI,Siddharthanagar,Nagarpalika,5,50811.0,524 5 48 3 005,NP0548305
523,Siyari Gaunpalika,RUPANDEHI,Siyari,Gaunpalika,5,50807.0,524 5 48 4 004,NP0548404
524,Sudhdhodhan Gaunpalika,RUPANDEHI,Sudhdhodhan,Gaunpalika,5,50806.0,524 5 48 4 002,NP0548402
525,Tillotama Nagarpalika,RUPANDEHI,Tillotama,Nagarpalika,5,50808.0,524 5 48 3 003,NP0548303
526,Lumbini Sanskritik Development Area,RUPANDEHI,Lumbini Sanskritik Development Area,Development Area,5,,524 5 48 5 999,NP0548599
527,Banganga Nagarpalika,KAPILBASTU,Banganga,Nagarpalika,5,50901.0,524 5 49 3 003,NP0549303
528,Bijayanagar Gaunpalika,KAPILBASTU,Bijayanagar,Gaunpalika,5,50904.0,524 5 49 4 001,NP0549401
529,Buddhabhumi Nagarpalika,KAPILBASTU,Buddhabhumi,Nagarpalika,5,50902.0,524 5 49 3 002,NP0549302
530,Kapilbastu Nagarpalika,KAPILBASTU,Kapilbastu,Nagarpalika,5,50907.0,524 5 49 3 006,NP0549306
531,Krishnanagar Nagarpalika,KAPILBASTU,Krishnanagar,Nagarpalika,5,50905.0,524 5 49 3 004,NP0549304
532,Maharajgunj Nagarpalika,KAPILBASTU,Maharajgunj,Nagarpalika,5,50906.0,524 5 49 3 005,NP0549305
533,Mayadevi Gaunpalika,KAPILBASTU,Mayadevi,Gaunpalika,5,50909.0,524 5 49 4 003,NP0549403
534,Shivaraj Nagarpalika,KAPILBASTU,Shivaraj,Nagarpalika,5,50903.0,524 5 49 3 001,NP0549301
535,Suddhodhan Gaunpalika,KAPILBASTU,Suddhodhan,Gaunpalika,5,50910.0,524 5 49 4 004,NP0549404
536,Yashodhara Gaunpalika,KAPILBASTU,Yashodhara,Gaunpalika,5,50908.0,524 5 49 4 002,NP0549402
537,Bhumekasthan Nagarpalika,ARGHAKHANCHI,Bhumekasthan,Nagarpalika,5,50503.0,524 5 50 3 001,NP0550301
538,Chhatradev Gaunpalika,ARGHAKHANCHI,Chhatradev,Gaunpalika,5,50501.0,524 5 50 4 002,NP0550402
539,Malarani Gaunpalika,ARGHAKHANCHI,Malarani,Gaunpalika,5,50502.0,524 5 50 4 001,NP0550401
540,Panini Gaunpalika,ARGHAKHANCHI,Panini,Gaunpalika,5,50505.0,524 5 50 4 003,NP0550403
541,Sandhikharka Nagarpalika,ARGHAKHANCHI,Sandhikharka,Nagarpalika,5,50504.0,524 5 50 3 002,NP0550302
542,Sitganga Nagarpalika,ARGHAKHANCHI,Sitganga,Nagarpalika,5,50506.0,524 5 50 3 003,NP0550303
543,Ayirabati Gaunpalika,PYUTHAN,Ayirabati,Gaunpalika,5,50308.0,524 5 55 4 007,NP0555407
544,Gaumukhi Gaunpalika,PYUTHAN,Gaumukhi,Gaunpalika,5,50301.0,524 5 55 4 002,NP0555402
545,Jhimruk Gaunpalika,PYUTHAN,Jhimruk,Gaunpalika,5,50303.0,524 5 55 4 003,NP0555403
546,Mallarani Gaunpalika,PYUTHAN,Mallarani,Gaunpalika,5,50307.0,524 5 55 4 005,NP0555405
547,Mandavi Gaunpalika,PYUTHAN,Mandavi,Gaunpalika,5,50306.0,524 5 55 4 004,NP0555404
548,Naubahini Gaunpalika,PYUTHAN,Naubahini,Gaunpalika,5,50302.0,524 5 55 4 001,NP0555401
549,Pyuthan Nagarpalika,PYUTHAN,Pyuthan,Nagarpalika,5,50304.0,524 5 55 3 002,NP0555302
550,Sarumarani Gaunpalika,PYUTHAN,Sarumarani,Gaunpalika,5,50309.0,524 5 55 4 006,NP0555406
551,Sworgadwary Nagarpalika,PYUTHAN,Sworgadwary,Nagarpalika,5,50305.0,524 5 55 3 001,NP0555301
552,Pariwartan Gaunpalika,ROLPA,Pariwartan,Gaunpalika,5,50203.0,524 5 54 4 002,NP0554402
553,Lungri Gaunpalika,ROLPA,Lungri,Gaunpalika,5,50210.0,524 5 54 4 008,NP0554408
554,Madi Gaunpalika,ROLPA,Madi,Gaunpalika,5,50205.0,524 5 54 4 004,NP0554404
556,Runtigadi Gaunpalika,ROLPA,Runtigadi,Gaunpalika,5,50208.0,524 5 54 4 009,NP0554409
557,Sukidaha Gaunpalika,ROLPA,Sukidaha,Gaunpalika,5,50204.0,524 5 54 4 001,NP0554401
558,Sunchhahari Gaunpalika,ROLPA,Sunchhahari,Gaunpalika,5,50201.0,524 5 54 4 005,NP0554405
559,Suwarnabati Gaunpalika,ROLPA,Suwarnabati,Gaunpalika,5,50209.0,524 5 54 4 007,NP0554407
560,Thawang Gaunpalika,ROLPA,Thawang,Gaunpalika,5,50202.0,524 5 54 4 003,NP0554403
561,Tribeni Gaunpalika,ROLPA,Tribeni,Gaunpalika,5,50206.0,524 5 54 4 006,NP0554406
562,Aathbiskot Nagarpalika,RUKUM_W,Aathbiskot,Nagarpalika,6,60801.0,524 6 52 3 001,NP0652301
563,Banfikot Gaunpalika,RUKUM_W,Banfikot,Gaunpalika,6,60803.0,524 6 52 4 002,NP0652402
564,Chaurjahari Nagarpalika,RUKUM_W,Chaurjahari,Nagarpalika,6,60806.0,524 6 52 3 002,NP0652302
566,Sani Bheri Gaunpalika,RUKUM_W,Sani Bheri,Gaunpalika,6,60802.0,524 6 52 4 001,NP0652401
567,Tribeni Gaunpalika,RUKUM_W,Tribeni,Gaunpalika,6,60805.0,524 6 52 4 003,NP0652403
568,Bagchaur Nagarpalika,SALYAN,Bagchaur,Nagarpalika,6,60905.0,524 6 53 3 002,NP0653302
569,Bangad Kupinde Nagarpalika,SALYAN,Bangad Kupinde,Nagarpalika,6,60903.0,524 6 53 3 001,NP0653301
570,Chhatreshwori Gaunpalika,SALYAN,Chhatreshwori,Gaunpalika,6,60906.0,524 6 53 4 005,NP0653405
571,Darma Gaunpalika,SALYAN,Darma,Gaunpalika,6,60901.0,524 6 53 4 002,NP0653402
572,Siddha Kumakha Gaunpalika,SALYAN,Siddha Kumakha,Gaunpalika,6,60904.0,524 6 53 4 003,NP0653403
573,Kalimati Gaunpalika,SALYAN,Kalimati,Gaunpalika,6,60908.0,524 6 53 4 004,NP0653404
574,Kapurkot Gaunpalika,SALYAN,Kapurkot,Gaunpalika,6,60910.0,524 6 53 4 007,NP0653407
575,Kumakha Gaunpalika,SALYAN,Kumakha,Gaunpalika,6,60902.0,524 6 53 4 001,NP0653401
576,Sharada Nagarpalika,SALYAN,Sharada,Nagarpalika,6,60907.0,524 6 53 3 003,NP0653303
577,Tribeni Gaunpalika,SALYAN,Tribeni,Gaunpalika,6,60909.0,524 6 53 4 006,NP0653406
578,Babai Gaunpalika,DANG,Babai,Gaunpalika,5,51005.0,524 5 56 4 001,NP0556401
579,Banglachuli Gaunpalika,DANG,Banglachuli,Gaunpalika,5,51001.0,524 5 56 4 005,NP0556405
580,Dangisharan Gaunpalika,DANG,Dangisharan,Gaunpalika,5,51006.0,524 5 56 4 002,NP0556402
581,Gadhawa Gaunpalika,DANG,Gadhawa,Gaunpalika,5,51009.0,524 5 56 4 006,NP0556406
582,Ghorahi Upamahanagarpalika,DANG,Ghorahi,Upamahanagarpalika,5,51002.0,524 5 56 2 002,NP0556202
583,Lamahi Nagarpalika,DANG,Lamahi,Nagarpalika,5,51007.0,524 5 56 3 001,NP0556301
584,Rajpur Gaunpalika,DANG,Rajpur,Gaunpalika,5,51010.0,524 5 56 4 004,NP0556404
585,Rapti Gaunpalika,DANG,Rapti,Gaunpalika,5,51008.0,524 5 56 4 007,NP0556407
586,Shantinagar Gaunpalika,DANG,Shantinagar,Gaunpalika,5,51004.0,524 5 56 4 003,NP0556403
587,Tulsipur Upamahanagarpalika,DANG,Tulsipur,Upamahanagarpalika,5,51003.0,524 5 56 2 001,NP0556201
588,Baijanath Gaunpalika,BANKE,Baijanath,Gaunpalika,5,51103.0,524 5 57 4 002,NP0557402
589,Duduwa Gaunpalika,BANKE,Duduwa,Gaunpalika,5,51107.0,524 5 57 4 004,NP0557404
590,Janki Gaunpalika,BANKE,Janki,Gaunpalika,5,51105.0,524 5 57 4 003,NP0557403
591,Khajura Gaunpalika,BANKE,Khajura,Gaunpalika,5,51104.0,524 5 57 4 001,NP0557401
592,Kohalpur Nagarpalika,BANKE,Kohalpur,Nagarpalika,5,51102.0,524 5 57 3 001,NP0557301
593,Narainapur Gaunpalika,BANKE,Narainapur,Gaunpalika,5,51108.0,524 5 57 4 006,NP0557406
594,Nepalgunj Upamahanagarpalika,BANKE,Nepalgunj,Upamahanagarpalika,5,51106.0,524 5 57 2 001,NP0557201
595,Rapti Sonari Gaunpalika,BANKE,Rapti Sonari,Gaunpalika,5,51101.0,524 5 57 4 005,NP0557405
596,Badhaiyatal Gaunpalika,BARDIYA,Badhaiyatal,Gaunpalika,5,51208.0,524 5 58 4 002,NP0558402
597,Bansagadhi Nagarpalika,BARDIYA,Bansagadhi,Nagarpalika,5,51201.0,524 5 58 3 006,NP0558306
598,Barbardiya Nagarpalika,BARDIYA,Barbardiya,Nagarpalika,5,51202.0,524 5 58 3 005,NP0558305
599,Geruwa Gaunpalika,BARDIYA,Geruwa,Gaunpalika,5,51204.0,524 5 58 4 001,NP0558401
600,Gulariya Nagarpalika,BARDIYA,Gulariya,Nagarpalika,5,51207.0,524 5 58 3 004,NP0558304
601,Madhuwan Nagarpalika,BARDIYA,Madhuwan,Nagarpalika,5,51206.0,524 5 58 3 002,NP0558302
602,Rajapur Nagarpalika,BARDIYA,Rajapur,Nagarpalika,5,51205.0,524 5 58 3 001,NP0558301
603,Thakurbaba Nagarpalika,BARDIYA,Thakurbaba,Nagarpalika,5,51203.0,524 5 58 3 003,NP0558303
604,Bardiya National Park,BARDIYA,Bardiya National Park,National Park,5,,524 5 58 5 997,NP0558597
605,Barahtal Gaunpalika,SURKHET,Barahtal,Gaunpalika,6,61007.0,524 6 59 4 002,NP0659402
606,Bheriganga Nagarpalika,SURKHET,Bheriganga,Nagarpalika,6,61005.0,524 6 59 3 002,NP0659302
607,Birendranagar Nagarpalika,SURKHET,Birendranagar,Nagarpalika,6,61006.0,524 6 59 3 003,NP0659303
608,Chaukune Gaunpalika,SURKHET,Chaukune,Gaunpalika,6,61009.0,524 6 59 4 001,NP0659401
609,Chingad Gaunpalika,SURKHET,Chingad,Gaunpalika,6,61002.0,524 6 59 4 003,NP0659403
610,Gurbhakot Nagarpalika,SURKHET,Gurbhakot,Nagarpalika,6,61004.0,524 6 59 3 005,NP0659305
611,Lekbeshi Nagarpalika,SURKHET,Lekbeshi,Nagarpalika,6,61003.0,524 6 59 3 004,NP0659304
612,Panchpuri Nagarpalika,SURKHET,Panchpuri,Nagarpalika,6,61008.0,524 6 59 3 001,NP0659301
613,Simta Gaunpalika,SURKHET,Simta,Gaunpalika,6,61001.0,524 6 59 4 004,NP0659404
614,Aathabis Nagarpalika,DAILEKH,Aathabis,Nagarpalika,6,60605.0,524 6 61 3 001,NP0661301
615,Bhagawatimai Gaunpalika,DAILEKH,Bhagawatimai,Gaunpalika,6,60609.0,524 6 61 4 007,NP0661407
616,Bhairabi Gaunpalika,DAILEKH,Bhairabi,Gaunpalika,6,60603.0,524 6 61 4 002,NP0661402
617,Chamunda Bindrasaini Nagarpalika,DAILEKH,Chamunda Bindrasaini,Nagarpalika,6,60606.0,524 6 61 3 002,NP0661302
618,Dullu Nagarpalika,DAILEKH,Dullu,Nagarpalika,6,60607.0,524 6 61 3 003,NP0661303
619,Dungeshwor Gaunpalika,DAILEKH,Dungeshwor,Gaunpalika,6,60610.0,524 6 61 4 006,NP0661406
620,Gurans Gaunpalika,DAILEKH,Gurans,Gaunpalika,6,60611.0,524 6 61 4 005,NP0661405
621,Mahabu Gaunpalika,DAILEKH,Mahabu,Gaunpalika,6,60602.0,524 6 61 4 003,NP0661403
622,Narayan Nagarpalika,DAILEKH,Narayan,Nagarpalika,6,60608.0,524 6 61 3 004,NP0661304
623,Naumule Gaunpalika,DAILEKH,Naumule,Gaunpalika,6,60601.0,524 6 61 4 004,NP0661404
624,Thantikandh Gaunpalika,DAILEKH,Thantikandh,Gaunpalika,6,60604.0,524 6 61 4 001,NP0661401
625,Barekot Gaunpalika,JAJARKOT,Barekot,Gaunpalika,6,60701.0,524 6 60 4 003,NP0660403
626,Bheri Nagarpalika,JAJARKOT,Bheri,Nagarpalika,6,60706.0,524 6 60 3 002,NP0660302
627,Chhedagad Nagarpalika,JAJARKOT,Chhedagad,Nagarpalika,6,60704.0,524 6 60 3 001,NP0660301
628,Junichande Gaunpalika,JAJARKOT,Junichande,Gaunpalika,6,60703.0,524 6 60 4 001,NP0660401
629,Kuse Gaunpalika,JAJARKOT,Kuse,Gaunpalika,6,60702.0,524 6 60 4 002,NP0660402
630,Shiwalaya Gaunpalika,JAJARKOT,Shiwalaya,Gaunpalika,6,60705.0,524 6 60 4 004,NP0660404
631,Nalagad Nagarpalika,JAJARKOT,Nalagad,Nagarpalika,6,60707.0,524 6 60 3 003,NP0660303
632,Chharka Tangsong Gaunpalika,DOLPA,Chharka Tangsong,Gaunpalika,6,60108.0,524 6 62 4 006,NP0662406
633,Dolpo Buddha Gaunpalika,DOLPA,Dolpo Buddha,Gaunpalika,6,60101.0,524 6 62 4 003,NP0662403
634,Jagadulla Gaunpalika,DOLPA,Jagadulla,Gaunpalika,6,60103.0,524 6 62 4 002,NP0662402
635,Kaike Gaunpalika,DOLPA,Kaike,Gaunpalika,6,60107.0,524 6 62 4 005,NP0662405
636,Mudkechula Gaunpalika,DOLPA,Mudkechula,Gaunpalika,6,60104.0,524 6 62 4 004,NP0662404
637,Shey Phoksundo Gaunpalika,DOLPA,Shey Phoksundo,Gaunpalika,6,60102.0,524 6 62 4 001,NP0662401
638,Thuli Bheri Nagarpalika,DOLPA,Thuli Bheri,Nagarpalika,6,60106.0,524 6 62 3 002,NP0662302
639,Tripurasundari Nagarpalika,DOLPA,Tripurasundari,Nagarpalika,6,60105.0,524 6 62 3 001,NP0662301
640,Chandannath Nagarpalika,JUMLA,Chandannath,Nagarpalika,6,60404.0,524 6 63 3 001,NP0663301
641,Guthichaur Gaunpalika,JUMLA,Guthichaur,Gaunpalika,6,60405.0,524 6 63 4 007,NP0663407
642,Hima Gaunpalika,JUMLA,Hima,Gaunpalika,6,60408.0,524 6 63 4 004,NP0663404
643,Kanakasundari Gaunpalika,JUMLA,Kanakasundari,Gaunpalika,6,60402.0,524 6 63 4 001,NP0663401
644,Patrasi Gaunpalika,JUMLA,Patrasi,Gaunpalika,6,60401.0,524 6 63 4 003,NP0663403
645,Sinja Gaunpalika,JUMLA,Sinja,Gaunpalika,6,60403.0,524 6 63 4 002,NP0663402
646,Tatopani Gaunpalika,JUMLA,Tatopani,Gaunpalika,6,60406.0,524 6 63 4 006,NP0663406
647,Tila Gaunpalika,JUMLA,Tila,Gaunpalika,6,60407.0,524 6 63 4 005,NP0663405
648,Kalika Gaunpalika,KALIKOT,Kalika,Gaunpalika,6,60509.0,524 6 64 4 005,NP0664405
649,Khandachakra Nagarpalika,KALIKOT,Khandachakra,Nagarpalika,6,60506.0,524 6 64 3 002,NP0664302
650,Mahawai Gaunpalika,KALIKOT,Mahawai,Gaunpalika,6,60508.0,524 6 64 4 006,NP0664406
651,Naraharinath Gaunpalika,KALIKOT,Naraharinath,Gaunpalika,6,60505.0,524 6 64 4 001,NP0664401
652,Pachaljharana Gaunpalika,KALIKOT,Pachaljharana,Gaunpalika,6,60502.0,524 6 64 4 003,NP0664403
653,Palata Gaunpalika,KALIKOT,Palata,Gaunpalika,6,60501.0,524 6 64 4 004,NP0664404
654,Raskot Nagarpalika,KALIKOT,Raskot,Nagarpalika,6,60503.0,524 6 64 3 001,NP0664301
655,Sanni Tribeni Gaunpalika,KALIKOT,Sanni Tribeni,Gaunpalika,6,60504.0,524 6 64 4 002,NP0664402
656,Tilagufa Nagarpalika,KALIKOT,Tilagufa,Nagarpalika,6,60507.0,524 6 64 3 003,NP0664303
657,Chhayanath Rara Nagarpalika,MUGU,Chhayanath Rara,Nagarpalika,6,60202.0,524 6 65 3 001,NP0665301
658,Khatyad Gaunpalika,MUGU,Khatyad,Gaunpalika,6,60204.0,524 6 65 4 001,NP0665401
659,Mugu mkarmarong Gaunpalika,MUGU,Mugu mkarmarong,Gaunpalika,6,60201.0,524 6 65 4 003,NP0665403
660,Soru Gaunpalika,MUGU,Soru,Gaunpalika,6,60203.0,524 6 65 4 002,NP0665402
661,Adanchuli Gaunpalika,HUMLA,Adanchuli,Gaunpalika,6,60306.0,524 6 66 4 007,NP0666407
662,Chankheli Gaunpalika,HUMLA,Chankheli,Gaunpalika,6,60301.0,524 6 66 4 005,NP0666405
663,Kharpunath Gaunpalika,HUMLA,Kharpunath,Gaunpalika,6,60302.0,524 6 66 4 003,NP0666403
664,Namkha Gaunpalika,HUMLA,Namkha,Gaunpalika,6,60304.0,524 6 66 4 001,NP0666401
665,Sarkegad Gaunpalika,HUMLA,Sarkegad,Gaunpalika,6,60305.0,524 6 66 4 004,NP0666404
666,Simkot Gaunpalika,HUMLA,Simkot,Gaunpalika,6,60303.0,524 6 66 4 002,NP0666402
667,Tanjakot Gaunpalika,HUMLA,Tanjakot,Gaunpalika,6,60307.0,524 6 66 4 006,NP0666406
668,Badimalika Nagarpalika,BAJURA,Badimalika,Nagarpalika,7,70106.0,524 7 68 3 002,NP0768302
669,Budhiganga Nagarpalika,BAJURA,Budhiganga,Nagarpalika,7,70108.0,524 7 68 3 003,NP0768303
670,Budhinanda Nagarpalika,BAJURA,Budhinanda,Nagarpalika,7,70103.0,524 7 68 3 001,NP0768301
671,Chhededaha Gaunpalika,BAJURA,Chhededaha,Gaunpalika,7,70107.0,524 7 68 4 003,NP0768403
672,Gaumul Gaunpalika,BAJURA,Gaumul,Gaunpalika,7,70102.0,524 7 68 4 002,NP0768402
673,Himali Gaunpalika,BAJURA,Himali,Gaunpalika,7,70101.0,524 7 68 4 001,NP0768401
674,Jagannath Gaunpalika,BAJURA,Jagannath,Gaunpalika,7,70105.0,524 7 68 4 004,NP0768404
675,Swami Kartik Gaunpalika,BAJURA,Swami Kartik,Gaunpalika,7,70104.0,524 7 68 4 005,NP0768405
676,Tribeni Nagarpalika,BAJURA,Tribeni,Nagarpalika,7,70109.0,524 7 68 3 004,NP0768304
677,Khaptad National Park,BAJURA,Khaptad National Park,National Park,7,,524 7 68 5 997,NP0768597
