OBJECTID,PALIKA,DISTRICT,GAPA_NAPA,GN_TYPE,PROVINCE_CODE,PROVINCE_NAME,HLCIT_DISTRICT_CODE,CBS_DISTRICT_CODE,DISTRICT_PCODE,CBS_LU_CODE,HLCIT_LU_CODE,LU_PCODE
375,Pheta Gaunpalika,Bara,Pheta,Gaunpalika,2,2,524233,207,NP0233,20707,524 2 33 4 005,NP0233405
376,Prasauni Gaunpalika,Bara,Prasauni,Gaunpalika,2,2,524233,207,NP0233,20705,524 2 33 4 002,NP0233402
377,Simraungadh Nagarpalika,Bara,Simraungadh,Nagarpalika,2,2,524233,207,NP0233,20712,524 2 33 3 005,NP0233305
378,Suwarna Gaunpalika,Bara,Suwarna,Gaunpalika,2,2,524233,207,NP0233,20716,524 2 33 4 008,NP0233408
379,Parsa Wildlife Reserve,Bara,Parsa Wildlife Reserve,Wildlife Reserve,2,2,524233,,NP0233,,524 2 33 5 995,NP0233595
380,Bahudaramai Nagarpalika,Parsa,Bahudaramai,Nagarpalika,2,2,524234,208,NP0234,20808,524 2 34 3 002,NP0234302
381,Bindabasini Gaunpalika,Parsa,Bindabasini,Gaunpalika,2,2,524234,208,NP0234,20814,524 2 34 4 010,NP0234410
382,Birgunj Mahanagarpalika,Parsa,Birgunj,Mahanagarpalika,2,2,524234,208,NP0234,20807,524 2 34 1 001,NP0234101
383,Chhipaharmai Gaunpalika,Parsa,Chhipaharmai,Gaunpalika,2,2,524234,208,NP0234,20812,524 2 34 4 007,NP0234407
384,Dhobini Gaunpalika,Parsa,Dhobini,Gaunpalika,2,2,524234,208,NP0234,20811,524 2 34 4 006,NP0234406
385,Jagarnathpur Gaunpalika,Parsa,Jagarnathpur,Gaunpalika,2,2,524234,208,NP0234,20803,524 2 34 4 005,NP0234405
386,Jirabhawani Gaunpalika,Parsa,Jirabhawani,Gaunpalika,2,2,524234,208,NP0234,20802,524 2 34 4 002,NP0234402
387,Kalikamai Gaunpalika,Parsa,Kalikamai,Gaunpalika,2,2,524234,208,NP0234,20810,524 2 34 4 008,NP0234408
388,Pakahamainpur Gaunpalika,Parsa,Pakahamainpur,Gaunpalika,2,2,524234,208,NP0234,20813,524 2 34 4 009,NP0234409
389,Parsagadhi Nagarpalika,Parsa,Parsagadhi,Nagarpalika,2,2,524234,208,NP0234,20806,524 2 34 3 003,NP0234303
390,Paterwasugauli Gaunpalika,Parsa,Paterwasugauli,Gaunpalika,2,2,524234,208,NP0234,20804,524 2 34 4 003,NP0234403
391,Pokhariya Nagarpalika,Parsa,Pokhariya,Nagarpalika,2,2,524234,208,NP0234,20809,524 2 34 3 001,NP0234301
392,SakhuwaPrasauni Gaunpalika,Parsa,SakhuwaPrasauni,Gaunpalika,2,2,524234,208,NP0234,20805,524 2 34 4 004,NP0234404
393,Thori Gaunpalika,Parsa,Thori,Gaunpalika,2,2,524234,208,NP0234,20801,524 2 34 4 001,NP0234401
394,Bharatpur Mahanagarpalika,Chitawan,Bharatpur,Mahanagarpalika,3,Bagmati,524335,313,NP0335,31304,524 3 35 1 001,NP0335101
395,Ichchhyakamana Gaunpalika,Chitawan,Ichchhyakamana,Gaunpalika,3,Bagmati,524335,313,NP0335,31303,524 3 35 4 001,NP0335401
396,Kalika Nagarpalika,Chitawan,Kalika,Nagarpalika,3,Bagmati,524335,313,NP0335,31302,524 3 35 3 001,NP0335301
397,Khairahani Nagarpalika,Chitawan,Khairahani,Nagarpalika,3,Bagmati,524335,313,NP0335,31306,524 3 35 3 003,NP0335303
398,Madi Nagarpalika,Chitawan,Madi,Nagarpalika,3,Bagmati,524335,313,NP0335,31307,524 3 35 3 005,NP0335305
399,Rapti Nagarpalika,Chitawan,Rapti,Nagarpalika,3,Bagmati,524335,313,NP0335,31301,524 3 35 3 004,NP0335304
400,Ratnanagar Nagarpalika,Chitawan,Ratnanagar,Nagarpalika,3,Bagmati,524335,313,NP0335,31305,524 3 35 3 002,NP0335302
401,Chitawan National Park,Chitawan,Chitawan National Park,National Park,3,Bagmati,524335,,NP0335,,524 3 35 5 997,NP0335597
402,Aarughat Gaunpalika,Gorkha,Aarughat,Gaunpalika,4,Gandaki,524436,401,NP0436,40105,524 4 36 4 006,NP0436406
403,Ajirkot Gaunpalika,Gorkha,Ajirkot,Gaunpalika,4,Gandaki,524436,401,NP0436,40102,524 4 36 4 002,NP0436402
404,Bhimsen Thapa Gaunpalika,Gorkha,Bhimsen Thapa,Gaunpalika,4,Gandaki,524436,401,NP0436,40106,524 4 36 4 007,NP0436407
405,Chum Nubri Gaunpalika,Gorkha,Chum Nubri,Gaunpalika,4,Gandaki,524436,401,NP0436,40101,524 4 36 4 001,NP0436401
406,Dharche Gaunpalika,Gorkha,Dharche,Gaunpalika,4,Gandaki,524436,401,NP0436,40104,524 4 36 4 004,NP0436404
407,Gandaki Gaunpalika,Gorkha,Gandaki,Gaunpalika,4,Gandaki,524436,401,NP0436,40111,524 4 36 4 009,NP0436409
408,Gorkha Nagarpalika,Gorkha,Gorkha,Nagarpalika,4,Gandaki,524436,401,NP0436,40109,524 4 36 3 002,NP0436302
409,Palungtar Nagarpalika,Gorkha,Palungtar,Nagarpalika,4,Gandaki,524436,401,NP0436,40108,524 4 36 3 001,NP0436301
410,Sahid Lakhan Gaunpalika,Gorkha,Sahid Lakhan,Gaunpalika,4,Gandaki,524436,401,NP0436,40110,524 4 36 4 008,NP0436408
411,Siranchok Gaunpalika,Gorkha,Siranchok,Gaunpalika,4,Gandaki,524436,401,NP0436,40107,524 4 36 4 005,NP0436405
412,Barpak Sulikot Gaunpalika,Gorkha,Barpak Sulikot,Gaunpalika,4,Gandaki,524436,401,NP0436,40103,524 4 36 4 003,NP0436403
413,Besishahar Nagarpalika,Lamjung,Besishahar,Nagarpalika,4,Gandaki,524437,406,NP0437,40605,524 4 37 3 002,NP0437302
414,Dordi Gaunpalika,Lamjung,Dordi,Gaunpalika,4,Gandaki,524437,406,NP0437,40601,524 4 37 4 003,NP0437403
415,Dudhpokhari Gaunpalika,Lamjung,Dudhpokhari,Gaunpalika,4,Gandaki,524437,406,NP0437,40608,524 4 37 4 004,NP0437404
416,Kwholasothar Gaunpalika,Lamjung,Kwholasothar,Gaunpalika,4,Gandaki,524437,406,NP0437,40603,524 4 37 4 001,NP0437401
417,MadhyaNepal Nagarpalika,Lamjung,MadhyaNepal,Nagarpalika,4,Gandaki,524437,406,NP0437,40604,524 4 37 3 001,NP0437301
418,Marsyangdi Gaunpalika,Lamjung,Marsyangdi,Gaunpalika,4,Gandaki,524437,406,NP0437,40602,524 4 37 4 002,NP0437402
419,Rainas Nagarpalika,Lamjung,Rainas,Nagarpalika,4,Gandaki,524437,406,NP0437,40607,524 4 37 3 004,NP0437304
420,Sundarbazar Nagarpalika,Lamjung,Sundarbazar,Nagarpalika,4,Gandaki,524437,406,NP0437,40606,524 4 37 3 003,NP0437303
421,Anbukhaireni Gaunpalika,Tanahu,Anbukhaireni,Gaunpalika,4,Gandaki,524440,407,NP0440,40710,524 4 40 4 005,NP0440405
422,Bandipur Gaunpalika,Tanahu,Bandipur,Gaunpalika,4,Gandaki,524440,407,NP0440,40709,524 4 40 4 004,NP0440404
423,Bhanu Nagarpalika,Tanahu,Bhanu,Nagarpalika,4,Gandaki,524440,407,NP0440,40701,524 4 40 3 003,NP0440303
424,Bhimad Nagarpalika,Tanahu,Bhimad,Nagarpalika,4,Gandaki,524440,407,NP0440,40705,524 4 40 3 004,NP0440304
425,Byas Nagarpalika,Tanahu,Byas,Nagarpalika,4,Gandaki,524440,407,NP0440,40702,524 4 40 3 002,NP0440302
426,Devghat Gaunpalika,Tanahu,Devghat,Gaunpalika,4,Gandaki,524440,407,NP0440,40708,524 4 40 4 006,NP0440406
427,Ghiring Gaunpalika,Tanahu,Ghiring,Gaunpalika,4,Gandaki,524440,407,NP0440,40706,524 4 40 4 002,NP0440402
428,Myagde Gaunpalika,Tanahu,Myagde,Gaunpalika,4,Gandaki,524440,407,NP0440,40703,524 4 40 4 001,NP0440401
429,Rhishing Gaunpalika,Tanahu,Rhishing,Gaunpalika,4,Gandaki,524440,407,NP0440,40707,524 4 40 4 003,NP0440403
430,Shuklagandaki Nagarpalika,Tanahu,Shuklagandaki,Nagarpalika,4,Gandaki,524440,407,NP0440,40704,524 4 40 3 001,NP0440301
431,Aandhikhola Gaunpalika,Syangja,Aandhikhola,Gaunpalika,4,Gandaki,524441,409,NP0441,40903,524 4 41 4 001,NP0441401
432,Arjunchaupari Gaunpalika,Syangja,Arjunchaupari,Gaunpalika,4,Gandaki,524441,409,NP0441,40904,524 4 41 4 003,NP0441403
433,Bhirkot Nagarpalika,Syangja,Bhirkot,Nagarpalika,4,Gandaki,524441,409,NP0441,40905,524 4 41 3 002,NP0441302
434,Biruwa Gaunpalika,Syangja,Biruwa,Gaunpalika,4,Gandaki,524441,409,NP0441,40906,524 4 41 4 004,NP0441404
435,Chapakot Nagarpalika,Syangja,Chapakot,Nagarpalika,4,Gandaki,524441,409,NP0441,40908,524 4 41 3 005,NP0441305
436,Galyang Nagarpalika,Syangja,Galyang,Nagarpalika,4,Gandaki,524441,409,NP0441,40910,524 4 41 3 003,NP0441303
437,Harinas Gaunpalika,Syangja,Harinas,Gaunpalika,4,Gandaki,524441,409,NP0441,40907,524 4 41 4 005,NP0441405
438,Kaligandagi Gaunpalika,Syangja,Kaligandagi,Gaunpalika,4,Gandaki,524441,409,NP0441,40911,524 4 41 4 006,NP0441406
439,Phedikhola Gaunpalika,Syangja,Phedikhola,Gaunpalika,4,Gandaki,524441,409,NP0441,40902,524 4 41 4 002,NP0441402
440,Putalibazar Nagarpalika,Syangja,Putalibazar,Nagarpalika,4,Gandaki,524441,409,NP0441,40901,524 4 41 3 001,NP0441301
441,Waling Nagarpalika,Syangja,Waling,Nagarpalika,4,Gandaki,524441,409,NP0441,40909,524 4 41 3 004,NP0441304
442,Annapurna Gaunpalika,Kaski,Annapurna,Gaunpalika,4,Gandaki,524439,405,NP0439,40503,524 4 39 4 001,NP0439401
443,Machhapuchchhre Gaunpalika,Kaski,Machhapuchchhre,Gaunpalika,4,Gandaki,524439,405,NP0439,40502,524 4 39 4 002,NP0439402
444,Madi Gaunpalika,Kaski,Madi,Gaunpalika,4,Gandaki,524439,405,NP0439,40501,524 4 39 4 003,NP0439403
445,Pokhara Lekhnath Mahanagarpalika,Kaski,Pokhara Lekhnath,Mahanagarpalika,4,Gandaki,524439,405,NP0439,40504,524 4 39 1 001,NP0439101
446,Rupa Gaunpalika,Kaski,Rupa,Gaunpalika,4,Gandaki,524439,405,NP0439,40505,524 4 39 4 004,NP0439404
447,Chame Gaunpalika,Manang,Chame,Gaunpalika,4,Gandaki,524438,402,NP0438,40203,524 4 38 4 003,NP0438403
448,Narpa Bhumi Gaunpalika,Manang,Narpa Bhumi,Gaunpalika,4,Gandaki,524438,402,NP0438,40201,524 4 38 4 002,NP0438402
449,Nasho Gaunpalika,Manang,Nasho,Gaunpalika,4,Gandaki,524438,402,NP0438,40204,524 4 38 4 004,NP0438404
450,Manang Nshiang Gaunpalika,Manang,Manang Nshiang,Gaunpalika,4,Gandaki,524438,402,NP0438,40202,524 4 38 4 001,NP0438401
451,Waragun Muktikshetra Gaunpalika,Mustang,Waragun Muktikshetra,Gaunpalika,4,Gandaki,524445,403,NP0445,40303,524 4 45 4 003,NP0445403
452,Lo-Ghekar Damodarkunda Gaunpalika,Mustang,Lo-Ghekar Damodarkunda,Gaunpalika,4,Gandaki,524445,403,NP0445,40301,524 4 45 4 002,NP0445402
453,Gharapjhong Gaunpalika,Mustang,Gharapjhong,Gaunpalika,4,Gandaki,524445,403,NP0445,40302,524 4 45 4 004,NP0445404
454,Lomanthang Gaunpalika,Mustang,Lomanthang,Gaunpalika,4,Gandaki,524445,403,NP0445,40304,524 4 45 4 001,NP0445401
455,Thasang Gaunpalika,Mustang,Thasang,Gaunpalika,4,Gandaki,524445,403,NP0445,40305,524 4 45 4 005,NP0445405
456,Annapurna Gaunpalika,Myagdi,Annapurna,Gaunpalika,4,Gandaki,524444,404,NP0444,40401,524 4 44 4 003,NP0444403
457,Beni Nagarpalika,Myagdi,Beni,Nagarpalika,4,Gandaki,524444,404,NP0444,40406,524 4 44 3 001,NP0444301
458,Dhaulagiri Gaunpalika,Myagdi,Dhaulagiri,Gaunpalika,4,Gandaki,524444,404,NP0444,40403,524 4 44 4 001,NP0444401
459,Malika Gaunpalika,Myagdi,Malika,Gaunpalika,4,Gandaki,524444,404,NP0444,40404,524 4 44 4 004,NP0444404
460,Mangala Gaunpalika,Myagdi,Mangala,Gaunpalika,4,Gandaki,524444,404,NP0444,40405,524 4 44 4 005,NP0444405
461,Raghuganga Gaunpalika,Myagdi,Raghuganga,Gaunpalika,4,Gandaki,524444,404,NP0444,40402,524 4 44 4 002,NP0444402
462,Dhorpatan Hunting Reserve,Myagdi,Dhorpatan Hunting Reserve,Hunting Reserve,4,Gandaki,524444,,NP0444,,524 4 44 5 998,NP0444598
463,Bihadi Gaunpalika,Parbat,Bihadi,Gaunpalika,4,Gandaki,524442,410,NP0442,41006,524 4 42 4 003,NP0442403
464,Jaljala Gaunpalika,Parbat,Jaljala,Gaunpalika,4,Gandaki,524442,410,NP0442,41002,524 4 42 4 001,NP0442401
465,Kushma Nagarpalika,Parbat,Kushma,Nagarpalika,4,Gandaki,524442,410,NP0442,41003,524 4 42 3 001,NP0442301
466,Mahashila Gaunpalika,Parbat,Mahashila,Gaunpalika,4,Gandaki,524442,410,NP0442,41005,524 4 42 4 004,NP0442404
467,Modi Gaunpalika,Parbat,Modi,Gaunpalika,4,Gandaki,524442,410,NP0442,41001,524 4 42 4 002,NP0442402
468,Painyu Gaunpalika,Parbat,Painyu,Gaunpalika,4,Gandaki,524442,410,NP0442,41007,524 4 42 4 005,NP0442405
469,Phalebas Nagarpalika,Parbat,Phalebas,Nagarpalika,4,Gandaki,524442,410,NP0442,41004,524 4 42 3 002,NP0442302
470,Badigad Gaunpalika,Baglung,Badigad,Gaunpalika,4,Gandaki,524443,411,NP0443,41107,524 4 43 4 003,NP0443403
471,Baglung Nagarpalika,Baglung,Baglung,Nagarpalika,4,Gandaki,524443,411,NP0443,41101,524 4 43 3 003,NP0443303
472,Bareng Gaunpalika,Baglung,Bareng,Gaunpalika,4,Gandaki,524443,411,NP0443,41109,524 4 43 4 006,NP0443406
473,Dhorpatan Nagarpalika,Baglung,Dhorpatan,Nagarpalika,4,Gandaki,524443,411,NP0443,41105,524 4 43 3 001,NP0443301
474,Galkot Nagarpalika,Baglung,Galkot,Nagarpalika,4,Gandaki,524443,411,NP0443,41108,524 4 43 3 002,NP0443302
475,Jaimini Nagarpalika,Baglung,Jaimini,Nagarpalika,4,Gandaki,524443,411,NP0443,41110,524 4 43 3 004,NP0443304
476,Kanthekhola Gaunpalika,Baglung,Kanthekhola,Gaunpalika,4,Gandaki,524443,411,NP0443,41102,524 4 43 4 005,NP0443405
477,Nisikhola Gaunpalika,Baglung,Nisikhola,Gaunpalika,4,Gandaki,524443,411,NP0443,41106,524 4 43 4 001,NP0443401
478,Taman Khola Gaunpalika,Baglung,Taman Khola,Gaunpalika,4,Gandaki,524443,411,NP0443,41104,524 4 43 4 002,NP0443402
479,Tara Khola Gaunpalika,Baglung,Tara Khola,Gaunpalika,4,Gandaki,524443,411,NP0443,41103,524 4 43 4 004,NP0443404
480,Dhorpatan Hunting Reserve,Baglung,Dhorpatan Hunting Reserve,Hunting Reserve,4,Gandaki,524443,,NP0443,,524 4 43 5 998,NP0443598
481,Chandrakot Gaunpalika,Gulmi,Chandrakot,Gaunpalika,5,5,524551,504,NP0551,50403,524 5 51 4 006,NP0551406
482,Chatrakot Gaunpalika,Gulmi,Chatrakot,Gaunpalika,5,5,524551,504,NP0551,50411,524 5 51 4 007,NP0551407
483,Dhurkot Gaunpalika,Gulmi,Dhurkot,Gaunpalika,5,5,524551,504,NP0551,50408,524 5 51 4 003,NP0551403
484,Gulmidarbar Gaunpalika,Gulmi,Gulmidarbar,Gaunpalika,5,5,524551,504,NP0551,50410,524 5 51 4 005,NP0551405
485,Isma Gaunpalika,Gulmi,Isma,Gaunpalika,5,5,524551,504,NP0551,50405,524 5 51 4 004,NP0551404
486,Kaligandaki Gaunpalika,Gulmi,Kaligandaki,Gaunpalika,5,5,524551,504,NP0551,50401,524 5 51 4 010,NP0551410
487,Madane Gaunpalika,Gulmi,Madane,Gaunpalika,5,5,524551,504,NP0551,50407,524 5 51 4 001,NP0551401
488,Malika Gaunpalika,Gulmi,Malika,Gaunpalika,5,5,524551,504,NP0551,50406,524 5 51 4 002,NP0551402
489,Musikot Nagarpalika,Gulmi,Musikot,Nagarpalika,5,5,524551,504,NP0551,50404,524 5 51 3 001,NP0551301
490,Resunga Nagarpalika,Gulmi,Resunga,Nagarpalika,5,5,524551,504,NP0551,50409,524 5 51 3 002,NP0551302
491,Ruru Gaunpalika,Gulmi,Ruru,Gaunpalika,5,5,524551,504,NP0551,50412,524 5 51 4 008,NP0551408
492,Satyawati Gaunpalika,Gulmi,Satyawati,Gaunpalika,5,5,524551,504,NP0551,50402,524 5 51 4 009,NP0551409
493,Bagnaskali Gaunpalika,Palpa,Bagnaskali,Gaunpalika,5,5,524546,506,NP0546,50604,524 5 46 4 005,NP0546405
494,Mathagadhi Gaunpalika,Palpa,Mathagadhi,Gaunpalika,5,5,524546,506,NP0546,50609,524 5 46 4 004,NP0546404
495,Nisdi Gaunpalika,Palpa,Nisdi,Gaunpalika,5,5,524546,506,NP0546,50610,524 5 46 4 008,NP0546408
496,Purbakhola Gaunpalika,Palpa,Purbakhola,Gaunpalika,5,5,524546,506,NP0546,50602,524 5 46 4 006,NP0546406
497,Rainadevi Chhahara Gaunpalika,Palpa,Rainadevi Chhahara,Gaunpalika,5,5,524546,506,NP0546,50607,524 5 46 4 001,NP0546401
498,Rambha Gaunpalika,Palpa,Rambha,Gaunpalika,5,5,524546,506,NP0546,50603,524 5 46 4 007,NP0546407
499,Rampur Nagarpalika,Palpa,Rampur,Nagarpalika,5,5,524546,506,NP0546,50601,524 5 46 3 002,NP0546302
500,Ribdikot Gaunpalika,Palpa,Ribdikot,Gaunpalika,5,5,524546,506,NP0546,50606,524 5 46 4 003,NP0546403
501,Tansen Nagarpalika,Palpa,Tansen,Nagarpalika,5,5,524546,506,NP0546,50605,524 5 46 3 001,NP0546301
502,Tinau Gaunpalika,Palpa,Tinau,Gaunpalika,5,5,524546,506,NP0546,50608,524 5 46 4 002,NP0546402
503,Bardaghat Nagarpalika,Nawalparasi_W,Bardaghat,Nagarpalika,5,5,524547,507,NP0547,50701,524 5 47 3 002,NP0547302
504,Palhi Nandan Gaunpalika,Nawalparasi_W,Palhi Nandan,Gaunpalika,5,5,524547,507,NP0547,50704,524 5 47 4 001,NP0547401
505,Pratappur Gaunpalika,Nawalparasi_W,Pratappur,Gaunpalika,5,5,524547,507,NP0547,50706,524 5 47 4 003,NP0547403
506,Ramgram Nagarpalika,Nawalparasi_W,Ramgram,Nagarpalika,5,5,524547,507,NP0547,50703,524 5 47 3 003,NP0547303
507,Sarawal Gaunpalika,Nawalparasi_W,Sarawal,Gaunpalika,5,5,524547,507,NP0547,50705,524 5 47 4 002,NP0547402
508,Sunwal Nagarpalika,Nawalparasi_W,Sunwal,Nagarpalika,5,5,524547,507,NP0547,50702,524 5 47 3 001,NP0547301
509,Susta Gaunpalika,Nawalparasi_W,Susta,Gaunpalika,5,5,524547,507,NP0547,50707,524 5 47 4 004,NP0547404
510,Butwal Upamahanagarpalika,Rupandehi,Butwal,Upamahanagarpalika,5,5,524548,508,NP0548,50802,524 5 48 2 001,NP0548201
511,Devdaha Nagarpalika,Rupandehi,Devdaha,Nagarpalika,5,5,524548,508,NP0548,50801,524 5 48 3 002,NP0548302
512,Gaidahawa Gaunpalika,Rupandehi,Gaidahawa,Gaunpalika,5,5,524548,508,NP0548,50805,524 5 48 4 003,NP0548403
513,Kanchan Gaunpalika,Rupandehi,Kanchan,Gaunpalika,5,5,524548,508,NP0548,50804,524 5 48 4 001,NP0548401
514,Kotahimai Gaunpalika,Rupandehi,Kotahimai,Gaunpalika,5,5,524548,508,NP0548,50814,524 5 48 4 008,NP0548408
515,Lumbini Sanskritik Nagarpalika,Rupandehi,Lumbini Sanskritik,Nagarpalika,5,5,524548,508,NP0548,50813,524 5 48 3 004,NP0548304
516,Marchawari Gaunpalika,Rupandehi,Marchawari,Gaunpalika,5,5,524548,508,NP0548,50816,524 5 48 4 010,NP0548410
517,Mayadevi Gaunpalika,Rupandehi,Mayadevi,Gaunpalika,5,5,524548,508,NP0548,50812,524 5 48 4 005,NP0548405
518,Omsatiya Gaunpalika,Rupandehi,Omsatiya,Gaunpalika,5,5,524548,508,NP0548,50809,524 5 48 4 006,NP0548406
519,Rohini Gaunpalika,Rupandehi,Rohini,Gaunpalika,5,5,524548,508,NP0548,50810,524 5 48 4 007,NP0548407
520,Sainamaina Nagarpalika,Rupandehi,Sainamaina,Nagarpalika,5,5,524548,508,NP0548,50803,524 5 48 3 001,NP0548301
521,Sammarimai Gaunpalika,Rupandehi,Sammarimai,Gaunpalika,5,5,524548,508,NP0548,50815,524 5 48 4 009,NP0548409
522,Siddharthanagar Nagarpalika,Rupandehi,Siddharthanagar,Nagarpalika,5,5,524548,508,NP0548,50811,524 5 48 3 005,NP0548305
523,Siyari Gaunpalika,Rupandehi,Siyari,Gaunpalika,5,5,524548,508,NP0548,50807,524 5 48 4 004,NP0548404
524,Sudhdhodhan Gaunpalika,Rupandehi,Sudhdhodhan,Gaunpalika,5,5,524548,508,NP0548,50806,524 5 48 4 002,NP0548402
525,Tillotama Nagarpalika,Rupandehi,Tillotama,Nagarpalika,5,5,524548,508,NP0548,50808,524 5 48 3 003,NP0548303
526,Lumbini Sanskritik Development Area,Rupandehi,Lumbini Sanskritik Development Area,Development Area,5,5,524548,,NP0548,,524 5 48 5 999,NP0548599
527,Banganga Nagarpalika,Kapilbastu,Banganga,Nagarpalika,5,5,524549,509,NP0549,50901,524 5 49 3 003,NP0549303
528,Bijayanagar Gaunpalika,Kapilbastu,Bijayanagar,Gaunpalika,5,5,524549,509,NP0549,50904,524 5 49 4 001,NP0549401
529,Buddhabhumi Nagarpalika,Kapilbastu,Buddhabhumi,Nagarpalika,5,5,524549,509,NP0549,50902,524 5 49 3 002,NP0549302
530,Kapilbastu Nagarpalika,Kapilbastu,Kapilbastu,Nagarpalika,5,5,524549,509,NP0549,50907,524 5 49 3 006,NP0549306
531,Krishnanagar Nagarpalika,Kapilbastu,Krishnanagar,Nagarpalika,5,5,524549,509,NP0549,50905,524 5 49 3 004,NP0549304
532,Maharajgunj Nagarpalika,Kapilbastu,Maharajgunj,Nagarpalika,5,5,524549,509,NP0549,50906,524 5 49 3 005,NP0549305
533,Mayadevi Gaunpalika,Kapilbastu,Mayadevi,Gaunpalika,5,5,524549,509,NP0549,50909,524 5 49 4 003,NP0549403
534,Shivaraj Nagarpalika,Kapilbastu,Shivaraj,Nagarpalika,5,5,524549,509,NP0549,50903,524 5 49 3 001,NP0549301
535,Suddhodhan Gaunpalika,Kapilbastu,Suddhodhan,Gaunpalika,5,5,524549,509,NP0549,50910,524 5 49 4 004,NP0549404
536,Yashodhara Gaunpalika,Kapilbastu,Yashodhara,Gaunpalika,5,5,524549,509,NP0549,50908,524 5 49 4 002,NP0549402
537,Bhumekasthan Nagarpalika,Arghakhanchi,Bhumekasthan,Nagarpalika,5,5,524550,505,NP0550,50503,524 5 50 3 001,NP0550301
538,Chhatradev Gaunpalika,Arghakhanchi,Chhatradev,Gaunpalika,5,5,524550,505,NP0550,50501,524 5 50 4 002,NP0550402
539,Malarani Gaunpalika,Arghakhanchi,Malarani,Gaunpalika,5,5,524550,505,NP0550,50502,524 5 50 4 001,NP0550401
540,Panini Gaunpalika,Arghakhanchi,Panini,Gaunpalika,5,5,524550,505,NP0550,50505,524 5 50 4 003,NP0550403
541,Sandhikharka Nagarpalika,Arghakhanchi,Sandhikharka,Nagarpalika,5,5,524550,505,NP0550,50504,524 5 50 3 002,NP0550302
542,Sitganga Nagarpalika,Arghakhanchi,Sitganga,Nagarpalika,5,5,524550,505,NP0550,50506,524 5 50 3 003,NP0550303
543,Ayirabati Gaunpalika,Pyuthan,Ayirabati,Gaunpalika,5,5,524555,503,NP0555,50308,524 5 55 4 007,NP0555407
544,Gaumukhi Gaunpalika,Pyuthan,Gaumukhi,Gaunpalika,5,5,524555,503,NP0555,50301,524 5 55 4 002,NP0555402
545,Jhimruk Gaunpalika,Pyuthan,Jhimruk,Gaunpalika,5,5,524555,503,NP0555,50303,524 5 55 4 003,NP0555403
546,Mallarani Gaunpalika,Pyuthan,Mallarani,Gaunpalika,5,5,524555,503,NP0555,50307,524 5 55 4 005,NP0555405
547,Mandavi Gaunpalika,Pyuthan,Mandavi,Gaunpalika,5,5,524555,503,NP0555,50306,524 5 55 4 004,NP0555404
548,Naubahini Gaunpalika,Pyuthan,Naubahini,Gaunpalika,5,5,524555,503,NP0555,50302,524 5 55 4 001,NP0555401
549,Pyuthan Nagarpalika,Pyuthan,Pyuthan,Nagarpalika,5,5,524555,503,NP0555,50304,524 5 55 3 002,NP0555302
550,Sarumarani Gaunpalika,Pyuthan,Sarumarani,Gaunpalika,5,5,524555,503,NP0555,50309,524 5 55 4 006,NP0555406
551,Sworgadwary Nagarpalika,Pyuthan,Sworgadwary,Nagarpalika,5,5,524555,503,NP0555,50305,524 5 55 3 001,NP0555301
552,Pariwartan Gaunpalika,Rolpa,Pariwartan,Gaunpalika,5,5,524554,502,NP0554,50203,524 5 54 4 002,NP0554402
553,Lungri Gaunpalika,Rolpa,Lungri,Gaunpalika,5,5,524554,502,NP0554,50210,524 5 54 4 008,NP0554408
554,Madi Gaunpalika,Rolpa,Madi,Gaunpalika,5,5,524554,502,NP0554,50205,524 5 54 4 004,NP0554404
556,Runtigadi Gaunpalika,Rolpa,Runtigadi,Gaunpalika,5,5,524554,502,NP0554,50208,524 5 54 4 009,NP0554409
557,Sukidaha Gaunpalika,Rolpa,Sukidaha,Gaunpalika,5,5,524554,502,NP0554,50204,524 5 54 4 001,NP0554401
558,Sunchhahari Gaunpalika,Rolpa,Sunchhahari,Gaunpalika,5,5,524554,502,NP0554,50201,524 5 54 4 005,NP0554405
559,Suwarnabati Gaunpalika,Rolpa,Suwarnabati,Gaunpalika,5,5,524554,502,NP0554,50209,524 5 54 4 007,NP0554407
560,Thawang Gaunpalika,Rolpa,Thawang,Gaunpalika,5,5,524554,502,NP0554,50202,524 5 54 4 003,NP0554403
561,Tribeni Gaunpalika,Rolpa,Tribeni,Gaunpalika,5,5,524554,502,NP0554,50206,524 5 54 4 006,NP0554406
562,Aathbiskot Nagarpalika,Rukum_W,Aathbiskot,Nagarpalika,6,Karnali,524652,608,NP0652,60801,524 6 52 3 001,NP0652301
563,Banfikot Gaunpalika,Rukum_W,Banfikot,Gaunpalika,6,Karnali,524652,608,NP0652,60803,524 6 52 4 002,NP0652402
564,Chaurjahari Nagarpalika,Rukum_W,Chaurjahari,Nagarpalika,6,Karnali,524652,608,NP0652,60806,524 6 52 3 002,NP0652302
566,Sani Bheri Gaunpalika,Rukum_W,Sani Bheri,Gaunpalika,6,Karnali,524652,608,NP0652,60802,524 6 52 4 001,NP0652401
567,Tribeni Gaunpalika,Rukum_W,Tribeni,Gaunpalika,6,Karnali,524652,608,NP0652,60805,524 6 52 4 003,NP0652403
568,Bagchaur Nagarpalika,Salyan,Bagchaur,Nagarpalika,6,Karnali,524653,609,NP0653,60905,524 6 53 3 002,NP0653302
569,Bangad Kupinde Nagarpalika,Salyan,Bangad Kupinde,Nagarpalika,6,Karnali,524653,609,NP0653,60903,524 6 53 3 001,NP0653301
