OBJECTID,PALIKA,DISTRICT,GAPA_NAPA,GN_TYPE,PROVINCE_CODE,PROVINCE_NAME,HLCIT_DISTRICT_CODE,CBS_DISTRICT_CODE,DISTRICT_PCODE,CBS_LU_CODE,HLCIT_LU_CODE,LU_PCODE
187,Lakshminiya Gaunpalika,Dhanusha,Lakshminiya,Gaunpalika,2,2,524217,203,NP0217,20306,524 2 17 4 002,NP0217402
188,Mithila Nagarpalika,Dhanusha,Mithila,Nagarpalika,2,2,524217,203,NP0217,20303,524 2 17 3 001,NP0217301
189,Mithila Bihari Nagarpalika,Dhanusha,Mithila Bihari,Nagarpalika,2,2,524217,203,NP0217,20307,524 2 17 3 005,NP0217305
190,Mukhiyapatti Musarmiya Gaunpalika,Dhanusha,Mukhiyapatti Musarmiya,Gaunpalika,2,2,524217,203,NP0217,20318,524 2 17 4 005,NP0217405
191,Nagarain Nagarpalika,Dhanusha,Nagarain,Nagarpalika,2,2,524217,203,NP0217,20317,524 2 17 3 009,NP0217309
192,Sabaila Nagarpalika,Dhanusha,Sabaila,Nagarpalika,2,2,524217,203,NP0217,20309,524 2 17 3 006,NP0217306
193,Sahidnagar Nagarpalika,Dhanusha,Sahidnagar,Nagarpalika,2,2,524217,203,NP0217,20310,524 2 17 3 008,NP0217308
194,Aurahi Nagarpalika,Mahottari,Aurahi,Nagarpalika,2,2,524218,204,NP0218,20404,524 2 18 3 003,NP0218303
195,Balwa Nagarpalika,Mahottari,Balwa,Nagarpalika,2,2,524218,204,NP0218,20407,524 2 18 3 007,NP0218307
196,Bardibas Nagarpalika,Mahottari,Bardibas,Nagarpalika,2,2,524218,204,NP0218,20401,524 2 18 3 001,NP0218301
197,Bhangaha Nagarpalika,Mahottari,Bhangaha,Nagarpalika,2,2,524218,204,NP0218,20405,524 2 18 3 004,NP0218304
198,Ekdanra Gaunpalika,Mahottari,Ekdanra,Gaunpalika,2,2,524218,204,NP0218,20411,524 2 18 4 003,NP0218403
199,Gaushala Nagarpalika,Mahottari,Gaushala,Nagarpalika,2,2,524218,204,NP0218,20402,524 2 18 3 002,NP0218302
200,Jaleswor Nagarpalika,Mahottari,Jaleswor,Nagarpalika,2,2,524218,204,NP0218,20415,524 2 18 3 009,NP0218309
201,Loharpatti Nagarpalika,Mahottari,Loharpatti,Nagarpalika,2,2,524218,204,NP0218,20406,524 2 18 3 008,NP0218308
202,Mahottari Gaunpalika,Mahottari,Mahottari,Gaunpalika,2,2,524218,204,NP0218,20412,524 2 18 4 004,NP0218404
203,Manra Siswa Nagarpalika,Mahottari,Manra Siswa,Nagarpalika,2,2,524218,204,NP0218,20410,524 2 18 3 006,NP0218306
204,Matihani Nagarpalika,Mahottari,Matihani,Nagarpalika,2,2,524218,204,NP0218,20414,524 2 18 3 010,NP0218310
205,Pipra Gaunpalika,Mahottari,Pipra,Gaunpalika,2,2,524218,204,NP0218,20413,524 2 18 4 005,NP0218405
206,Ramgopalpur Nagarpalika,Mahottari,Ramgopalpur,Nagarpalika,2,2,524218,204,NP0218,20408,524 2 18 3 005,NP0218305
207,Samsi Gaunpalika,Mahottari,Samsi,Gaunpalika,2,2,524218,204,NP0218,20409,524 2 18 4 002,NP0218402
208,Sonama Gaunpalika,Mahottari,Sonama,Gaunpalika,2,2,524218,204,NP0218,20403,524 2 18 4 001,NP0218401
209,Bagmati Nagarpalika,Sarlahi,Bagmati,Nagarpalika,2,2,524219,205,NP0219,20503,524 2 19 3 001,NP0219301
210,Balara Nagarpalika,Sarlahi,Balara,Nagarpalika,2,2,524219,205,NP0219,20516,524 2 19 3 011,NP0219311
211,Barahathawa Nagarpalika,Sarlahi,Barahathawa,Nagarpalika,2,2,524219,205,NP0219,20504,524 2 19 3 004,NP0219304
212,Basbariya Gaunpalika,Sarlahi,Basbariya,Gaunpalika,2,2,524219,205,NP0219,20513,524 2 19 4 001,NP0219401
213,Bishnu Gaunpalika,Sarlahi,Bishnu,Gaunpalika,2,2,524219,205,NP0219,20518,524 2 19 4 008,NP0219408
214,Bramhapuri Gaunpalika,Sarlahi,Bramhapuri,Gaunpalika,2,2,524219,205,NP0219,20509,524 2 19 4 007,NP0219407
215,Chakraghatta Gaunpalika,Sarlahi,Chakraghatta,Gaunpalika,2,2,524219,205,NP0219,20512,524 2 19 4 004,NP0219404
216,Chandranagar Gaunpalika,Sarlahi,Chandranagar,Gaunpalika,2,2,524219,205,NP0219,20510,524 2 19 4 002,NP0219402
217,Dhankaul Gaunpalika,Sarlahi,Dhankaul,Gaunpalika,2,2,524219,205,NP0219,20514,524 2 19 4 003,NP0219403
218,Godaita Nagarpalika,Sarlahi,Godaita,Nagarpalika,2,2,524219,205,NP0219,20517,524 2 19 3 008,NP0219308
219,Haripur Nagarpalika,Sarlahi,Haripur,Nagarpalika,2,2,524219,205,NP0219,20505,524 2 19 3 005,NP0219305
220,Haripurwa Nagarpalika,Sarlahi,Haripurwa,Nagarpalika,2,2,524219,205,NP0219,20507,524 2 19 3 010,NP0219310
221,Hariwan Nagarpalika,Sarlahi,Hariwan,Nagarpalika,2,2,524219,205,NP0219,20502,524 2 19 3 002,NP0219302
222,Ishworpur Nagarpalika,Sarlahi,Ishworpur,Nagarpalika,2,2,524219,205,NP0219,20506,524 2 19 3 006,NP0219306
223,Kabilasi Nagarpalika,Sarlahi,Kabilasi,Nagarpalika,2,2,524219,205,NP0219,20511,524 2 19 3 007,NP0219307
224,Kaudena Gaunpalika,Sarlahi,Kaudena,Gaunpalika,2,2,524219,205,NP0219,20519,524 2 19 4 006,NP0219406
225,Lalbandi Nagarpalika,Sarlahi,Lalbandi,Nagarpalika,2,2,524219,205,NP0219,20501,524 2 19 3 003,NP0219303
226,Malangawa Nagarpalika,Sarlahi,Malangawa,Nagarpalika,2,2,524219,205,NP0219,20520,524 2 19 3 009,NP0219309
227,Parsa Gaunpalika,Sarlahi,Parsa,Gaunpalika,2,2,524219,205,NP0219,20508,524 2 19 4 009,NP0219409
228,Ramnagar Gaunpalika,Sarlahi,Ramnagar,Gaunpalika,2,2,524219,205,NP0219,20515,524 2 19 4 005,NP0219405
229,Dudhouli Nagarpalika,Sindhuli,Dudhouli,Nagarpalika,3,Bagmati,524320,311,NP0320,31101,524 3 20 3 002,NP0320302
230,Ghanglekh Gaunpalika,Sindhuli,Ghanglekh,Gaunpalika,3,Bagmati,524320,311,NP0320,31107,524 3 20 4 003,NP0320403
231,Golanjor Gaunpalika,Sindhuli,Golanjor,Gaunpalika,3,Bagmati,524320,311,NP0320,31104,524 3 20 4 005,NP0320405
232,Hariharpurgadhi Gaunpalika,Sindhuli,Hariharpurgadhi,Gaunpalika,3,Bagmati,524320,311,NP0320,31109,524 3 20 4 001,NP0320401
233,Kamalamai Nagarpalika,Sindhuli,Kamalamai,Nagarpalika,3,Bagmati,524320,311,NP0320,31105,524 3 20 3 001,NP0320301
234,Marin Gaunpalika,Sindhuli,Marin,Gaunpalika,3,Bagmati,524320,311,NP0320,31108,524 3 20 4 002,NP0320402
235,Phikkal Gaunpalika,Sindhuli,Phikkal,Gaunpalika,3,Bagmati,524320,311,NP0320,31102,524 3 20 4 007,NP0320407
236,Sunkoshi Gaunpalika,Sindhuli,Sunkoshi,Gaunpalika,3,Bagmati,524320,311,NP0320,31106,524 3 20 4 004,NP0320404
237,Tinpatan Gaunpalika,Sindhuli,Tinpatan,Gaunpalika,3,Bagmati,524320,311,NP0320,31103,524 3 20 4 006,NP0320406
238,Doramba Gaunpalika,Ramechhap,Doramba,Gaunpalika,3,Bagmati,524321,310,NP0321,31007,524 3 21 4 002,NP0321402
239,Gokulganga Gaunpalika,Ramechhap,Gokulganga,Gaunpalika,3,Bagmati,524321,310,NP0321,31002,524 3 21 4 003,NP0321403
240,Khadadevi Gaunpalika,Ramechhap,Khadadevi,Gaunpalika,3,Bagmati,524321,310,NP0321,31006,524 3 21 4 005,NP0321405
241,Likhu Tamakoshi Gaunpalika,Ramechhap,Likhu Tamakoshi,Gaunpalika,3,Bagmati,524321,310,NP0321,31003,524 3 21 4 006,NP0321406
242,Manthali Nagarpalika,Ramechhap,Manthali,Nagarpalika,3,Bagmati,524321,310,NP0321,31005,524 3 21 3 001,NP0321301
243,Ramechhap Nagarpalika,Ramechhap,Ramechhap,Nagarpalika,3,Bagmati,524321,310,NP0321,31004,524 3 21 3 002,NP0321302
244,Sunapati Gaunpalika,Ramechhap,Sunapati,Gaunpalika,3,Bagmati,524321,310,NP0321,31008,524 3 21 4 001,NP0321401
245,Umakunda Gaunpalika,Ramechhap,Umakunda,Gaunpalika,3,Bagmati,524321,310,NP0321,31001,524 3 21 4 004,NP0321404
246,Baiteshwor Gaunpalika,Dolakha,Baiteshwor,Gaunpalika,3,Bagmati,524322,301,NP0322,30104,524 3 22 4 004,NP0322404
247,Bhimeshwor Nagarpalika,Dolakha,Bhimeshwor,Nagarpalika,3,Bagmati,524322,301,NP0322,30109,524 3 22 3 001,NP0322301
248,Bigu Gaunpalika,Dolakha,Bigu,Gaunpalika,3,Bagmati,524322,301,NP0322,30102,524 3 22 4 001,NP0322401
249,Gaurishankar Gaunpalika,Dolakha,Gaurishankar,Gaunpalika,3,Bagmati,524322,301,NP0322,30101,524 3 22 4 002,NP0322402
250,Jiri Nagarpalika,Dolakha,Jiri,Nagarpalika,3,Bagmati,524322,301,NP0322,30105,524 3 22 3 002,NP0322302
251,Kalinchok Gaunpalika,Dolakha,Kalinchok,Gaunpalika,3,Bagmati,524322,301,NP0322,30103,524 3 22 4 003,NP0322403
252,Melung Gaunpalika,Dolakha,Melung,Gaunpalika,3,Bagmati,524322,301,NP0322,30107,524 3 22 4 006,NP0322406
253,Sailung Gaunpalika,Dolakha,Sailung,Gaunpalika,3,Bagmati,524322,301,NP0322,30108,524 3 22 4 005,NP0322405
254,Tamakoshi Gaunpalika,Dolakha,Tamakoshi,Gaunpalika,3,Bagmati,524322,301,NP0322,30106,524 3 22 4 007,NP0322407
255,Balefi Gaunpalika,Sindhupalchok,Balefi,Gaunpalika,3,Bagmati,524323,302,NP0323,30208,524 3 23 4 006,NP0323406
256,Barhabise Nagarpalika,Sindhupalchok,Barhabise,Nagarpalika,3,Bagmati,524323,302,NP0323,30209,524 3 23 3 003,NP0323303
257,Bhotekoshi Gaunpalika,Sindhupalchok,Bhotekoshi,Gaunpalika,3,Bagmati,524323,302,NP0323,30201,524 3 23 4 004,NP0323404
258,Chautara SangachokGadhi Nagarpalika,Sindhupalchok,Chautara SangachokGadhi,Nagarpalika,3,Bagmati,524323,302,NP0323,30207,524 3 23 3 002,NP0323302
259,Helambu Gaunpalika,Sindhupalchok,Helambu,Gaunpalika,3,Bagmati,524323,302,NP0323,30204,524 3 23 4 001,NP0323401
260,Indrawati Gaunpalika,Sindhupalchok,Indrawati,Gaunpalika,3,Bagmati,524323,302,NP0323,30206,524 3 23 4 005,NP0323405
261,Jugal Gaunpalika,Sindhupalchok,Jugal,Gaunpalika,3,Bagmati,524323,302,NP0323,30202,524 3 23 4 003,NP0323403
262,Lisangkhu Pakhar Gaunpalika,Sindhupalchok,Lisangkhu Pakhar,Gaunpalika,3,Bagmati,524323,302,NP0323,30211,524 3 23 4 009,NP0323409
263,Melamchi Nagarpalika,Sindhupalchok,Melamchi,Nagarpalika,3,Bagmati,524323,302,NP0323,30205,524 3 23 3 001,NP0323301
264,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Panchpokhari Thangpal,Gaunpalika,3,Bagmati,524323,302,NP0323,30203,524 3 23 4 002,NP0323402
265,Sunkoshi Gaunpalika,Sindhupalchok,Sunkoshi,Gaunpalika,3,Bagmati,524323,302,NP0323,30212,524 3 23 4 007,NP0323407
266,Tripurasundari Gaunpalika,Sindhupalchok,Tripurasundari,Gaunpalika,3,Bagmati,524323,302,NP0323,30210,524 3 23 4 008,NP0323408
267,Banepa Nagarpalika,Kabhrepalanchok,Banepa,Nagarpalika,3,Bagmati,524324,309,NP0324,30904,524 3 24 3 002,NP0324302
268,Bethanchowk Gaunpalika,Kabhrepalanchok,Bethanchowk,Gaunpalika,3,Bagmati,524324,309,NP0324,30910,524 3 24 4 003,NP0324403
269,Bhumlu Gaunpalika,Kabhrepalanchok,Bhumlu,Gaunpalika,3,Bagmati,524324,309,NP0324,30902,524 3 24 4 001,NP0324401
270,Chaurideurali Gaunpalika,Kabhrepalanchok,Chaurideurali,Gaunpalika,3,Bagmati,524324,309,NP0324,30901,524 3 24 4 002,NP0324402
271,Dhulikhel Nagarpalika,Kabhrepalanchok,Dhulikhel,Nagarpalika,3,Bagmati,524324,309,NP0324,30905,524 3 24 3 003,NP0324303
272,Khanikhola Gaunpalika,Kabhrepalanchok,Khanikhola,Gaunpalika,3,Bagmati,524324,309,NP0324,30913,524 3 24 4 006,NP0324406
273,Mahabharat Gaunpalika,Kabhrepalanchok,Mahabharat,Gaunpalika,3,Bagmati,524324,309,NP0324,30912,524 3 24 4 007,NP0324407
274,Mandandeupur Nagarpalika,Kabhrepalanchok,Mandandeupur,Nagarpalika,3,Bagmati,524324,309,NP0324,30903,524 3 24 3 001,NP0324301
275,Namobuddha Nagarpalika,Kabhrepalanchok,Namobuddha,Nagarpalika,3,Bagmati,524324,309,NP0324,30908,524 3 24 3 006,NP0324306
276,Panauti Nagarpalika,Kabhrepalanchok,Panauti,Nagarpalika,3,Bagmati,524324,309,NP0324,30909,524 3 24 3 005,NP0324305
277,Panchkhal Nagarpalika,Kabhrepalanchok,Panchkhal,Nagarpalika,3,Bagmati,524324,309,NP0324,30906,524 3 24 3 004,NP0324304
278,Roshi Gaunpalika,Kabhrepalanchok,Roshi,Gaunpalika,3,Bagmati,524324,309,NP0324,30911,524 3 24 4 004,NP0324404
279,Temal Gaunpalika,Kabhrepalanchok,Temal,Gaunpalika,3,Bagmati,524324,309,NP0324,30907,524 3 24 4 005,NP0324405
280,Bagmati Gaunpalika,Lalitpur,Bagmati,Gaunpalika,3,Bagmati,524325,308,NP0325,30806,524 3 25 4 001,NP0325401
281,Godawari Nagarpalika,Lalitpur,Godawari,Nagarpalika,3,Bagmati,524325,308,NP0325,30803,524 3 25 3 001,NP0325301
282,Konjyosom Gaunpalika,Lalitpur,Konjyosom,Gaunpalika,3,Bagmati,524325,308,NP0325,30804,524 3 25 4 002,NP0325402
283,Lalitpur Mahanagarpalika,Lalitpur,Lalitpur,Mahanagarpalika,3,Bagmati,524325,308,NP0325,30802,524 3 25 1 001,NP0325101
284,Mahalaxmi Nagarpalika,Lalitpur,Mahalaxmi,Nagarpalika,3,Bagmati,524325,308,NP0325,30801,524 3 25 3 002,NP0325302
285,Mahankal Gaunpalika,Lalitpur,Mahankal,Gaunpalika,3,Bagmati,524325,308,NP0325,30805,524 3 25 4 003,NP0325403
286,Bhaktapur Nagarpalika,Bhaktapur,Bhaktapur,Nagarpalika,3,Bagmati,524326,307,NP0326,30702,524 3 26 3 003,NP0326303
287,Changunarayan Nagarpalika,Bhaktapur,Changunarayan,Nagarpalika,3,Bagmati,524326,307,NP0326,30701,524 3 26 3 002,NP0326302
288,Madhyapur Thimi Nagarpalika,Bhaktapur,Madhyapur Thimi,Nagarpalika,3,Bagmati,524326,307,NP0326,30703,524 3 26 3 001,NP0326301
289,Suryabinayak Nagarpalika,Bhaktapur,Suryabinayak,Nagarpalika,3,Bagmati,524326,307,NP0326,30704,524 3 26 3 004,NP0326304
290,Budhanilakantha Nagarpalika,Kathmandu,Budhanilakantha,Nagarpalika,3,Bagmati,524327,306,NP0327,30604,524 3 27 3 003,NP0327303
291,Chandragiri Nagarpalika,Kathmandu,Chandragiri,Nagarpalika,3,Bagmati,524327,306,NP0327,30610,524 3 27 3 008,NP0327308
292,Dakshinkali Nagarpalika,Kathmandu,Dakshinkali,Nagarpalika,3,Bagmati,524327,306,NP0327,30611,524 3 27 3 010,NP0327310
293,Gokarneshwor Nagarpalika,Kathmandu,Gokarneshwor,Nagarpalika,3,Bagmati,524327,306,NP0327,30603,524 3 27 3 004,NP0327304
294,Kageshwori Manahora Nagarpalika,Kathmandu,Kageshwori Manahora,Nagarpalika,3,Bagmati,524327,306,NP0327,30602,524 3 27 3 006,NP0327306
295,Kathmandu Mahanagarpalika,Kathmandu,Kathmandu,Mahanagarpalika,3,Bagmati,524327,306,NP0327,30608,524 3 27 1 001,NP0327101
296,Kirtipur Nagarpalika,Kathmandu,Kirtipur,Nagarpalika,3,Bagmati,524327,306,NP0327,30609,524 3 27 3 009,NP0327309
297,Nagarjun Nagarpalika,Kathmandu,Nagarjun,Nagarpalika,3,Bagmati,524327,306,NP0327,30607,524 3 27 3 005,NP0327305
298,Shankharapur Nagarpalika,Kathmandu,Shankharapur,Nagarpalika,3,Bagmati,524327,306,NP0327,30601,524 3 27 3 007,NP0327307
299,Tarakeshwor Nagarpalika,Kathmandu,Tarakeshwor,Nagarpalika,3,Bagmati,524327,306,NP0327,30606,524 3 27 3 001,NP0327301
300,Tokha Nagarpalika,Kathmandu,Tokha,Nagarpalika,3,Bagmati,524327,306,NP0327,30605,524 3 27 3 002,NP0327302
301,Belkotgadhi Nagarpalika,Nuwakot,Belkotgadhi,Nagarpalika,3,Bagmati,524328,305,NP0328,30508,524 3 28 3 002,NP0328302
302,Bidur Nagarpalika,Nuwakot,Bidur,Nagarpalika,3,Bagmati,524328,305,NP0328,30504,524 3 28 3 001,NP0328301
303,Dupcheshwar Gaunpalika,Nuwakot,Dupcheshwar,Gaunpalika,3,Bagmati,524328,305,NP0328,30501,524 3 28 4 008,NP0328408
304,Kakani Gaunpalika,Nuwakot,Kakani,Gaunpalika,3,Bagmati,524328,305,NP0328,30512,524 3 28 4 009,NP0328409
305,Kispang Gaunpalika,Nuwakot,Kispang,Gaunpalika,3,Bagmati,524328,305,NP0328,30505,524 3 28 4 002,NP0328402
306,Likhu Gaunpalika,Nuwakot,Likhu,Gaunpalika,3,Bagmati,524328,305,NP0328,30509,524 3 28 4 006,NP0328406
307,Myagang Gaunpalika,Nuwakot,Myagang,Gaunpalika,3,Bagmati,524328,305,NP0328,30506,524 3 28 4 001,NP0328401
308,Panchakanya Gaunpalika,Nuwakot,Panchakanya,Gaunpalika,3,Bagmati,524328,305,NP0328,30510,524 3 28 4 007,NP0328407
309,Shivapuri Gaunpalika,Nuwakot,Shivapuri,Gaunpalika,3,Bagmati,524328,305,NP0328,30511,524 3 28 4 010,NP0328410
310,Suryagadhi Gaunpalika,Nuwakot,Suryagadhi,Gaunpalika,3,Bagmati,524328,305,NP0328,30503,524 3 28 4 004,NP0328404
311,Tadi Gaunpalika,Nuwakot,Tadi,Gaunpalika,3,Bagmati,524328,305,NP0328,30502,524 3 28 4 005,NP0328405
312,Tarkeshwar Gaunpalika,Nuwakot,Tarkeshwar,Gaunpalika,3,Bagmati,524328,305,NP0328,30507,524 3 28 4 003,NP0328403
313,Shivapuri Watershed and Wildlife Reserve,Nuwakot,Shivapuri Watershed and Wildlife Reserve,Watershed and Wildlife Reserve,3,Bagmati,524328,,NP0328,,524 3 28 5 996,NP0328596
314,Langtang National Park,Nuwakot,Langtang National Park,National Park,3,Bagmati,524328,,NP0328,,524 3 28 5 997,NP0328597
315,Gosaikunda Gaunpalika,Rasuwa,Gosaikunda,Gaunpalika,3,Bagmati,524329,303,NP0329,30301,524 3 29 4 002,NP0329402
316,Kalika Gaunpalika,Rasuwa,Kalika,Gaunpalika,3,Bagmati,524329,303,NP0329,30304,524 3 29 4 004,NP0329404
317,Naukunda Gaunpalika,Rasuwa,Naukunda,Gaunpalika,3,Bagmati,524329,303,NP0329,30305,524 3 29 4 005,NP0329405
318,Aamachodingmo Gaunpalika,Rasuwa,Aamachodingmo,Gaunpalika,3,Bagmati,524329,303,NP0329,30302,524 3 29 4 001,NP0329401
319,Uttargaya Gaunpalika,Rasuwa,Uttargaya,Gaunpalika,3,Bagmati,524329,303,NP0329,30303,524 3 29 4 003,NP0329403
320,Benighat Rorang Gaunpalika,Dhading,Benighat Rorang,Gaunpalika,3,Bagmati,524330,304,NP0330,30409,524 3 30 4 008,NP0330408
321,Dhunibesi Nagarpalika,Dhading,Dhunibesi,Nagarpalika,3,Bagmati,524330,304,NP0330,30413,524 3 30 3 002,NP0330302
322,Gajuri Gaunpalika,Dhading,Gajuri,Gaunpalika,3,Bagmati,524330,304,NP0330,30410,524 3 30 4 009,NP0330409
323,Galchi Gaunpalika,Dhading,Galchi,Gaunpalika,3,Bagmati,524330,304,NP0330,30411,524 3 30 4 010,NP0330410
324,Gangajamuna Gaunpalika,Dhading,Gangajamuna,Gaunpalika,3,Bagmati,524330,304,NP0330,30403,524 3 30 4 002,NP0330402
325,Jwalamukhi Gaunpalika,Dhading,Jwalamukhi,Gaunpalika,3,Bagmati,524330,304,NP0330,30407,524 3 30 4 006,NP0330406
326,Khaniyabash Gaunpalika,Dhading,Khaniyabash,Gaunpalika,3,Bagmati,524330,304,NP0330,30402,524 3 30 4 003,NP0330403
327,Netrawati Dabjong Gaunpalika,Dhading,Netrawati Dabjong,Gaunpalika,3,Bagmati,524330,304,NP0330,30405,524 3 30 4 005,NP0330405
328,Nilakantha Nagarpalika,Dhading,Nilakantha,Nagarpalika,3,Bagmati,524330,304,NP0330,30406,524 3 30 3 001,NP0330301
329,Rubi Valley Gaunpalika,Dhading,Rubi Valley,Gaunpalika,3,Bagmati,524330,304,NP0330,30401,524 3 30 4 001,NP0330401
330,Siddhalek Gaunpalika,Dhading,Siddhalek,Gaunpalika,3,Bagmati,524330,304,NP0330,30408,524 3 30 4 007,NP0330407
331,Thakre Gaunpalika,Dhading,Thakre,Gaunpalika,3,Bagmati,524330,304,NP0330,30412,524 3 30 4 011,NP0330411
332,Tripura Sundari Gaunpalika,Dhading,Tripura Sundari,Gaunpalika,3,Bagmati,524330,304,NP0330,30404,524 3 30 4 004,NP0330404
333,Bagmati Gaunpalika,Makawanpur,Bagmati,Gaunpalika,3,Bagmati,524331,312,NP0331,31210,524 3 31 4 008,NP0331408
334,Bakaiya Gaunpalika,Makawanpur,Bakaiya,Gaunpalika,3,Bagmati,524331,312,NP0331,31209,524 3 31 4 007,NP0331407
335,Bhimphedi Gaunpalika,Makawanpur,Bhimphedi,Gaunpalika,3,Bagmati,524331,312,NP0331,31207,524 3 31 4 004,NP0331404
336,Hetauda Upamahanagarpalika,Makawanpur,Hetauda,Upamahanagarpalika,3,Bagmati,524331,312,NP0331,31206,524 3 31 2 001,NP0331201
337,Indrasarowar Gaunpalika,Makawanpur,Indrasarowar,Gaunpalika,3,Bagmati,524331,312,NP0331,31201,524 3 31 4 005,NP0331405
338,Kailash Gaunpalika,Makawanpur,Kailash,Gaunpalika,3,Bagmati,524331,312,NP0331,31203,524 3 31 4 003,NP0331403
339,Makawanpurgadhi Gaunpalika,Makawanpur,Makawanpurgadhi,Gaunpalika,3,Bagmati,524331,312,NP0331,31208,524 3 31 4 006,NP0331406
340,Manahari Gaunpalika,Makawanpur,Manahari,Gaunpalika,3,Bagmati,524331,312,NP0331,31205,524 3 31 4 001,NP0331401
341,Raksirang Gaunpalika,Makawanpur,Raksirang,Gaunpalika,3,Bagmati,524331,312,NP0331,31204,524 3 31 4 002,NP0331402
342,Thaha Nagarpalika,Makawanpur,Thaha,Nagarpalika,3,Bagmati,524331,312,NP0331,31202,524 3 31 3 001,NP0331301
343,Parsa Wildlife Reserve,Makawanpur,Parsa Wildlife Reserve,Wildlife Reserve,3,Bagmati,524331,,NP0331,,524 3 31 5 995,NP0331595
344,Chitawan National Park,Makawanpur,Chitawan National Park,National Park,3,Bagmati,524331,,NP0331,,524 3 31 5 997,NP0331597
345,Baudhimai Nagarpalika,Rautahat,Baudhimai,Nagarpalika,2,2,524232,206,NP0232,20611,524 2 32 3 010,NP0232310
346,Brindaban Nagarpalika,Rautahat,Brindaban,Nagarpalika,2,2,524232,206,NP0232,20605,524 2 32 3 005,NP0232305
347,Chandrapur Nagarpalika,Rautahat,Chandrapur,Nagarpalika,2,2,524232,206,NP0232,20601,524 2 32 3 002,NP0232302
348,Dewahhi Gonahi Nagarpalika,Rautahat,Dewahhi Gonahi,Nagarpalika,2,2,524232,206,NP0232,20609,524 2 32 3 007,NP0232307
349,Durga Bhagwati Gaunpalika,Rautahat,Durga Bhagwati,Gaunpalika,2,2,524232,206,NP0232,20615,524 2 32 4 002,NP0232402
350,Gadhimai Nagarpalika,Rautahat,Gadhimai,Nagarpalika,2,2,524232,206,NP0232,20606,524 2 32 3 009,NP0232309
351,Garuda Nagarpalika,Rautahat,Garuda,Nagarpalika,2,2,524232,206,NP0232,20608,524 2 32 3 008,NP0232308
352,Gaur Nagarpalika,Rautahat,Gaur,Nagarpalika,2,2,524232,206,NP0232,20617,524 2 32 3 015,NP0232315
353,Gujara Nagarpalika,Rautahat,Gujara,Nagarpalika,2,2,524232,206,NP0232,20602,524 2 32 3 001,NP0232301
354,Ishanath Nagarpalika,Rautahat,Ishanath,Nagarpalika,2,2,524232,206,NP0232,20618,524 2 32 3 013,NP0232313
355,Katahariya Nagarpalika,Rautahat,Katahariya,Nagarpalika,2,2,524232,206,NP0232,20604,524 2 32 3 004,NP0232304
356,Madhav Narayan Nagarpalika,Rautahat,Madhav Narayan,Nagarpalika,2,2,524232,206,NP0232,20607,524 2 32 3 011,NP0232311
357,Maulapur Nagarpalika,Rautahat,Maulapur,Nagarpalika,2,2,524232,206,NP0232,20610,524 2 32 3 006,NP0232306
358,Paroha Nagarpalika,Rautahat,Paroha,Nagarpalika,2,2,524232,206,NP0232,20612,524 2 32 3 012,NP0232312
359,Phatuwa Bijayapur Nagarpalika,Rautahat,Phatuwa Bijayapur,Nagarpalika,2,2,524232,206,NP0232,20603,524 2 32 3 003,NP0232303
360,Rajdevi Nagarpalika,Rautahat,Rajdevi,Nagarpalika,2,2,524232,206,NP0232,20616,524 2 32 3 016,NP0232316
361,Rajpur Nagarpalika,Rautahat,Rajpur,Nagarpalika,2,2,524232,206,NP0232,20613,524 2 32 3 014,NP0232314
362,Yemunamai Gaunpalika,Rautahat,Yemunamai,Gaunpalika,2,2,524232,206,NP0232,20614,524 2 32 4 001,NP0232401
363,Adarshkotwal Gaunpalika,Bara,Adarshkotwal,Gaunpalika,2,2,524233,207,NP0233,20711,524 2 33 4 009,NP0233409
364,Baragadhi Gaunpalika,Bara,Baragadhi,Gaunpalika,2,2,524233,207,NP0233,20710,524 2 33 4 006,NP0233406
365,Bishrampur Gaunpalika,Bara,Bishrampur,Gaunpalika,2,2,524233,207,NP0233,20706,524 2 33 4 004,NP0233404
366,Devtal Gaunpalika,Bara,Devtal,Gaunpalika,2,2,524233,207,NP0233,20715,524 2 33 4 007,NP0233407
367,Jitpur Simara Upamahanagarpalika,Bara,Jitpur Simara,Upamahanagarpalika,2,2,524233,207,NP0233,20703,524 2 33 2 001,NP0233201
368,Kalaiya Upamahanagarpalika,Bara,Kalaiya,Upamahanagarpalika,2,2,524233,207,NP0233,20708,524 2 33 2 002,NP0233202
369,Karaiyamai Gaunpalika,Bara,Karaiyamai,Gaunpalika,2,2,524233,207,NP0233,20709,524 2 33 4 003,NP0233403
370,Kolhabi Nagarpalika,Bara,Kolhabi,Nagarpalika,2,2,524233,207,NP0233,20702,524 2 33 3 002,NP0233302
371,Mahagadhimai Nagarpalika,Bara,Mahagadhimai,Nagarpalika,2,2,524233,207,NP0233,20714,524 2 33 3 003,NP0233303
372,Nijgadh Nagarpalika,Bara,Nijgadh,Nagarpalika,2,2,524233,207,NP0233,20701,524 2 33 3 001,NP0233301
373,Pacharauta Nagarpalika,Bara,Pacharauta,Nagarpalika,2,2,524233,207,NP0233,20713,524 2 33 3 004,NP0233304
374,Parwanipur Gaunpalika,Bara,Parwanipur,Gaunpalika,2,2,524233,207,NP0233,20704,524 2 33 4 001,NP0233401
